external_id	language	cefr_level	category	subskill	name_en	name_de	name_fr	teaching_order	is_foundation	core_rule	when_to_use	pattern	contrast_rules	main_traps	anchor_examples	exercise_tags	xray_sentence	xray_marks	source_refs	sub_band	prerequisites	contrast_partners	detector	rule_short_en	rule_short_de	rule_short_fr	review_status
FR2_B12_SUBJ_FORM	fr	B1	Verbs	subjunctive_regular	Subjonctif présent: regular forms	Subjonctif présent: regelmäßige Formen	Le subjonctif présent : formes régulières	890	true	The regular present subjunctive takes the stem of the ils form of the present (ils partent → part-) plus -e, -es, -e, -ent; nous and vous use the imparfait forms (que nous partions, que vous preniez), which matters for two-stem verbs like prendre, venir and boire (que je prenne, que nous prenions).	Use these forms after triggers such as il faut que, vouloir que, pour que.	que + subject + ils-stem + e/es/e/ions/iez/ent	For -er verbs je/tu/il/ils look like the present (que je parle); only nous/vous differ (que nous parlions). | Nous and vous forms are identical to the imparfait: que nous finissions.	✗ que nous prennions → ✓ que nous prenions | -ir verbs keep -iss-: que tu finisses | the difference shows most in -ir/-re verbs: que je parte, not que je pars	Il faut que je parte tôt demain. | Je veux que tu finisses ce dossier avant midi. | Il faut que vous preniez un taxi.	subjonctif | formation | conjugation	Il faut que je parte et que vous preniez les clés.	parte=>subjunctive_form=>ils partent → que je parte||preniez=>subjunctive_form=>nous/vous from the imparfait: vous preniez	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_A12_IR_RE_VERBS | FR2_A12_IMPERATIVE		regex:\bqu(?:e\s+|')(?:je\s+|j'|tu\s+|il\s+|elle\s+|on\s+)(?:ne\s+|n')?(?:(?:le|la|les|l'|lui|leur|y|en|me|te|se|m'|t'|s'|nous|vous)\s*)?(?:\w*isses?|partes?|sortes?|dormes?|\w*prennes?|\w*viennes?|dises?|lises?|écrives?|\w*mettes?|attendes?|répondes?|vendes?|entendes?|perdes?|boives?|reçoives?|voies?|croies?|connaisses?|vives?|suives?)\b	Subjonctif: ils-stem (drop -ent) plus -e, -es, -e, -ions, -iez, -ent: ils finissent → que je finisse.	Subjonctif: ils-Stamm (ohne -ent) plus -e, -es, -e, -ions, -iez, -ent: ils finissent → que je finisse.	Subjonctif : radical de la forme ils, sans -ent, + -e, -es, -e, -ions, -iez, -ent.	draft
FR2_B12_SUBJ_IRREGULAR	fr	B1	Verbs	subjunctive_irregular	Subjonctif: irregular verbs (sois, aie, aille, fasse…)	Subjonctif: unregelmäßige Verben (sois, aie, aille, fasse…)	Le subjonctif des verbes irréguliers (sois, aie, aille, fasse…)	900	true	Être (sois, sois, soit, soyons, soyez, soient) and avoir (aie, aies, ait, ayons, ayez, aient) are fully irregular; faire (fasse), pouvoir (puisse) and savoir (sache) keep one stem throughout; aller (aille, allions) and vouloir (veuille, voulions) return to the regular stem for nous and vous.	Use them after subjunctive triggers with the most frequent verbs: il faut que tu sois là, pour qu'on puisse partir.	que je sois / aie / aille / fasse / puisse / sache / veuille	Unlike regular verbs, these forms do not come from the ils stem (ils vont → que j'aille). | Aller and vouloir are two-stem: que j'aille but que nous allions, que je veuille but que vous vouliez.	✗ Il faut que tu es à l'heure. → ✓ Il faut que tu sois à l'heure. | nous/vous of aller and vouloir: que nous allions, que vous vouliez (not aillions) | no i after y: que nous soyons, que nous ayons (not soyions)	Il faut que tu sois là à huit heures. | Je veux qu'on aille au cinéma ce soir. | Il faut que je fasse les courses avant midi.	subjonctif | irregular | etre | avoir | aller	Il faut que tu aies ton passeport et que nous allions à l'aéroport.	aies=>irregular_subjunctive=>avoir: que tu aies||allions=>regular_stem_return=>aller: nous/vous go back to all-	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_B12_SUBJ_FORM		regex:\b(?:sois|soyons|soyez|soient|aie|aies|ait|ayons|ayez|aient|aille|ailles|aillent|fasse|fasses|fassions|fassiez|fassent|puisse|puisses|puissions|puissiez|puissent|sache|saches|sachions|sachiez|sachent|veuille|veuilles|veuillent)\b|\bqu'(?:il|elle|on)\s+soit\b|\bque\s+ce\s+soit\b	Irregular subjonctifs to know by heart: sois, aie, aille, fasse, puisse, sache, veuille (être, avoir, aller, faire…).	Auswendig lernen: sois (être), aie (avoir), aille (aller), fasse (faire), puisse, sache, veuille.	À connaître par cœur : que je sois, aie, aille, fasse, puisse, sache, veuille.	draft
FR2_B12_SUBJ_NECESSITY	fr	B1	Verbs	il_faut_que	Il faut que + subjonctif	Il faut que + Subjonctif	Il faut que + subjonctif	910	false	Il faut que (and il faudrait que, il est nécessaire/important que) always takes the subjonctif; il faut + infinitive expresses a general obligation, and devoir + infinitive is the indicative alternative for a specific person.	Use it for tasks, obligations and plans: who has to call, pay, leave or finish what.	il faut que + subject + subjonctif	A1.2 il faut + infinitive and the imperative give general or direct orders; il faut que + subjonctif names the person. | Tu dois partir says the same with the indicative.	✗ Il faut que tu viens demain. → ✓ Il faut que tu viennes demain. | il faut is impersonal: never je faut or tu faut | il ne faut pas que means 'must not', not 'need not'	Il faut que je rappelle le propriétaire. | Il faut qu'on parte avant six heures. | Il faudrait que vous remplissiez ce formulaire.	subjonctif | il-faut-que | obligation	Il faut que tu viennes et qu'on finisse ce projet.	Il faut que=>trigger=>necessity triggers the subjonctif||viennes=>subjunctive_form=>venir: ils viennent → que tu viennes||finisse=>subjunctive_form=>finir: que l'on finisse	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_B12_SUBJ_FORM	FR2_A12_IMPERATIVE	regex:(?:\bil\s+(?:ne\s+)?(?:faut|faudrait|faudra|fallait)\s+(?:pas\s+)?|\bil\s+est\s+(?:nécessaire|important|essentiel|indispensable)\s+)qu(?:e\s+|')(?:je\s+|j'|tu\s+|il\s+|elle\s+|on\s+|nous\s+|vous\s+|ils\s+|elles\s+|ce\s+|ça\s+|cela\s+|(?:le|la|les|l'|mon|ma|mes|ton|ta|tes|son|sa|ses|notre|votre|leur|leurs|cet|cette|ces)\s*\w+\s+)(?:ne\s+|n')?(?:(?:le|la|les|l'|lui|leur|y|en|me|te|se|m'|t'|s'|nous|vous)\s*){0,2}(?:\w{2,}(?:e|es|ions|iez|ent)|sois|soit|soyons|soyez|soient|ait|aient|ayons|ayez)\b	Il faut que + subjonctif names who must act: il faut que tu partes; il faut partir is general.	Il faut que + Subjonctif nennt, wer handeln muss: il faut que tu partes; il faut partir gilt allgemein.	Il faut que + subjonctif dit qui doit agir : il faut que tu partes.	draft
FR2_B12_SUBJ_WILL	fr	B1	Verbs	vouloir_que	Vouloir que, préférer que + subjonctif	Vouloir que, préférer que + Subjonctif	Vouloir que, préférer que + subjonctif	920	true	Verbs of will and wish (vouloir, préférer, aimer, souhaiter, exiger, demander) take que + subjonctif when the second verb has a different subject; with the same subject they take an infinitive (je veux partir, never je veux que je parte).	Use it to say what you want, prefer or ask others to do: colleagues, friends, a landlord.	vouloir / préférer / aimer / souhaiter que + other subject + subjonctif	One subject: je veux partir (modal + infinitive, A1.2); two subjects: je veux que tu partes. | Espérer que takes the indicative (B2.1): j'espère que tu viendras.	✗ Je veux que je parte. → ✓ Je veux partir. | 'I want you to come' is not an infinitive in French: je veux que tu viennes | j'aimerais que + subjonctif: j'aimerais que tu m'aides	Je voudrais que tu m'appelles ce soir. | Ils préfèrent qu'on se voie au café. | Ma cheffe veut que je finisse le rapport aujourd'hui.	subjonctif | vouloir-que | wishes	Je préfère que tu prennes le train.	préfère que=>trigger=>will/preference verb + que||prennes=>subjunctive_form=>ils prennent → que tu prennes	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_B12_SUBJ_IRREGULAR	FR2_A12_MODALS	regex:\b(?:veux|veut|voulons|voulez|veulent|voudrais|voudrait|voudrions|voudriez|voudraient|voulais|voulait|préfère|préfères|préférons|préférez|préfèrent|préférerais|préférerait|aimerais|aimerait|aimerions|souhaite|souhaites|souhaitons|souhaitez|souhaitent|souhaiterais|exige|exigent)\s+qu(?:e\s+|')(?:je\s+|j'|tu\s+|il\s+|elle\s+|on\s+|nous\s+|vous\s+|ils\s+|elles\s+|ce\s+|ça\s+|cela\s+|(?:le|la|les|l'|mon|ma|mes|ton|ta|tes|son|sa|ses|notre|votre|leur|leurs|cet|cette|ces)\s*\w+\s+)(?:ne\s+|n')?(?:(?:le|la|les|l'|lui|leur|y|en|me|te|se|m'|t'|s'|nous|vous)\s*){0,2}(?:\w{2,}(?:e|es|ions|iez|ent)|sois|soit|soyons|soyez|soient|ait|aient|ayons|ayez)\b	When you want someone else to act, use vouloir/préférer que + subjonctif: je veux que tu viennes.	Wenn jemand anderes handeln soll: vouloir/préférer que + Subjonctif: je veux que tu viennes.	Pour vouloir qu'une autre personne agisse : vouloir/préférer que + subjonctif : je veux que tu viennes.	draft
FR2_B12_OPINION_SUBJ	fr	B1	Verbs	opinion_negated_subjunctive	Je pense que vs je ne pense pas que	Je pense que vs je ne pense pas que	Je pense que ou je ne pense pas que	930	true	Affirmative penser, croire, trouver and être sûr que express certainty and take the indicative; negated (je ne crois pas que) or in an inverted question (penses-tu qu'il vienne ?) they express doubt and normally take the subjonctif.	Use it to agree, disagree and express doubt in discussions.	je pense que + indicatif / je ne pense pas que + subjonctif	B1.1 je pense que + indicative is the affirmative half; the negation flips the mood. | Both directions are errors: never je pense que ce soit, never je ne pense pas que c'est in writing.	✗ Je ne pense pas que c'est possible. → ✓ Je ne pense pas que ce soit possible. | the reverse slip: affirmative je pense que c'est vrai, never je pense que ce soit vrai | spoken French sometimes keeps the indicative after a negation; write the subjonctif	Je ne pense pas qu'il vienne ce soir. | Je ne crois pas que ce soit une bonne idée. | Je pense qu'il viendra, mais je ne crois pas qu'il puisse rester.	subjonctif | opinion | negation | mood	Je pense qu'il a raison, mais je ne crois pas qu'il ait le temps.	Je pense qu'il a=>affirmative_indicative=>certainty: indicative||ne crois pas qu'il ait=>negated_subjunctive=>doubt: subjonctif of avoir	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_B11_OPINION | FR2_B12_SUBJ_IRREGULAR	FR2_B11_OPINION	regex:\bn(?:e\s+|')(?:pense|penses|pensons|pensez|pensent|crois|croit|croyons|croyez|croient|trouve|trouves|trouvons|trouvez|trouvent|suis|es|est|sommes|êtes|sont)\s+pas\s+(?:sûre?s?\s+|certaine?s?\s+)?qu(?:e\s+|')(?:je\s+|j'|tu\s+|il\s+|elle\s+|on\s+|nous\s+|vous\s+|ils\s+|elles\s+|ce\s+|ça\s+|cela\s+|(?:le|la|les|l'|mon|ma|mes|ton|ta|tes|son|sa|ses|notre|votre|leur|leurs|cet|cette|ces)\s*\w+\s+)(?:ne\s+|n')?(?:(?:le|la|les|l'|lui|leur|y|en|me|te|se|m'|t'|s'|nous|vous)\s*){0,2}(?:\w{2,}(?:e|es|ions|iez|ent)|sois|soit|soyons|soyez|soient|ait|aient|ayons|ayez)\b	Je pense que takes the indicative; negated or questioned (je ne pense pas que) it takes the subjonctif.	Je pense que + Indikativ; verneint (je ne pense pas que) folgt der Subjonctif.	Je pense que + indicatif ; à la forme négative (je ne pense pas que), on emploie le subjonctif.	draft
FR2_B12_SUBJ_CONJUNCTIONS	fr	B1	Connectors	pour_que_avant_que	Pour que, avant que, sans que + subjonctif	Pour que, avant que, sans que + Subjonctif	Pour que, avant que, sans que + subjonctif	940	true	Pour que, avant que, sans que (also afin que, jusqu'à ce que) always take the subjonctif and are used only when the two clauses have different subjects; with the same subject French switches to pour, avant de, sans + infinitive (je t'appelle avant de partir vs je t'appelle avant que tu partes).	Use it to explain purposes and sequences involving other people: so that you understand, before he leaves.	main clause + pour que / avant que / sans que + other subject + subjonctif	B1.1 pour, sans, avant de + infinitive is the same-subject version. | Après que is not in this group: it takes the indicative (B2.2).	✗ Je t'appelle avant que je parte. → ✓ Je t'appelle avant de partir. | the indicative after pour que is wrong: pour que tu comprennes, not pour que tu comprends | sans que + subjonctif, never sans que + infinitive	Je t'explique pour que tu comprennes. | Rentre avant qu'il fasse nuit. | Elle est partie sans que je le sache.	subjonctif | pour-que | avant-que | conjunctions	Je laisse la clé pour que tu puisses entrer avant que j'arrive.	pour que tu puisses=>purpose_subjunctive=>different subject: pour que + subjonctif||avant que j'arrive=>before_subjunctive=>different subject: avant que + subjonctif	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_B12_SUBJ_FORM | FR2_B11_PREP_INFINITIVE	FR2_B11_PREP_INFINITIVE	regex:\b(?:pour|avant|sans|afin|jusqu'à\s+ce)\s+qu(?:e\s+|')(?:je\s+|j'|tu\s+|il\s+|elle\s+|on\s+|nous\s+|vous\s+|ils\s+|elles\s+|ce\s+|ça\s+|cela\s+|(?:le|la|les|l'|mon|ma|mes|ton|ta|tes|son|sa|ses|notre|votre|leur|leurs|cet|cette|ces)\s*\w+\s+)(?:ne\s+|n')?(?:(?:le|la|les|l'|lui|leur|y|en|me|te|se|m'|t'|s'|nous|vous)\s*){0,2}(?:\w{2,}(?:e|es|ions|iez|ent)|sois|soit|soyons|soyez|soient|ait|aient|ayons|ayez)\b	Two different subjects: pour que, avant que, sans que + subjonctif; one subject: pour, avant de, sans + infinitive.	Zwei verschiedene Subjekte: pour que, avant que, sans que + Subjonctif; ein Subjekt: pour, avant de, sans + Infinitiv.	Pour que, avant que, sans que + subjonctif si les sujets diffèrent ; sinon pour, avant de, sans + infinitif.	draft
FR2_B12_PASSIVE	fr	B1	Verbs	passive_intro	The passive: être + participle (+ par)	Das Passiv: être + Participe (+ par)	Le passif : être + participe (+ par)	950	true	The passive is être in the tense of the active verb plus the past participle, which agrees with the subject (la réunion est annulée, les billets ont été vendus); the agent is introduced by par, or by de with verbs of feeling and state (aimé de tous, couvert de neige).	Use it in news, official notices and work contexts when the result matters more than who did it.	subject + être (any tense) + participe (+ par / de + agent)	In the passé composé the passive has two participles: a été vendu(e); do not confuse with the active être verbs (elle est partie). | Spoken French often prefers on: on a vendu la maison.	✗ La lettre a été écrit par Paul. → ✓ La lettre a été écrite par Paul. | de instead of par after feeling and state verbs: respecté de ses collègues, couvert de neige | only direct-object verbs can be passive: on m'a demandé, not j'ai été demandé	Le vol a été annulé à cause de la grève. | Ce roman a été écrit par une journaliste. | La ville est entourée de montagnes.	passive | etre | participle | agreement	Le contrat a été signé par la directrice.	a été signé=>passive_verb=>être (passé composé) + participe||par la directrice=>agent=>the doer, after par	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_A21_PC_ETRE		regex:\b(?:a|ont|avait|avaient|aura|auront)\s+été\s+\w+(?:é|ée|és|ées|i|ie|is|ies|u|ue|us|ues|it|ite|its|ites|ert|erte|erts|ertes)\b|\b(?:est|sont|était|étaient|sera|seront)\s+\w+(?:é|ée|és|ées|i|ie|is|ies|u|ue|us|ues|it|ite|its|ites|ert|erte|erts|ertes)\s+par\s	Passive = être + participe agreeing with the subject, agent after par: la maison a été vendue par Marc.	Passiv = être + Participe, das sich nach dem Subjekt richtet; Urheber mit par: elle est invitée par Marc.	Passif = être + participe accordé avec le sujet, l'agent après par : elle est invitée par Marc.	draft
FR2_B12_GERUND	fr	B1	Verbs	gerund	Gérondif: en + -ant	Gérondif: en + -ant	Le gérondif : en + -ant	960	true	The gérondif is en + present participle, formed from the nous present stem + -ant (nous prenons → en prenant), with three exceptions: en étant, en ayant, en sachant; it expresses simultaneity, manner or condition, and its implied subject is the subject of the main verb.	Use it to say how you do something or what you do at the same time: cooking while listening, learning by travelling.	en + nous-stem + -ant	English -ing after 'while/by' and German 'beim/indem' map to the gérondif, but English -ing after prepositions like 'without' or 'before' does not (sans parler, avant de partir). | Pendant que + clause (B1.2) is needed when the subjects differ.	✗ En sortir du bureau, j'ai vu Paul. → ✓ En sortant du bureau, j'ai vu Paul. | exceptions: être → en étant, avoir → en ayant, savoir → en sachant | the subject is shared: en arrivant, j'ai vu Paul means I arrived	J'écoute des podcasts en cuisinant. | On apprend beaucoup en voyageant. | En prenant le métro, tu arriveras plus vite.	gerondif | participle | simultaneity | manner	En arrivant au bureau, il a bu un café en lisant ses mails.	En arrivant=>time=>when he arrived||en lisant=>simultaneity=>nous lisons → en lisant	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_A22_IMPARFAIT		regex:\ben\s+(?:(?:le|la|les|l'|lui|leur|y|en|me|te|se|m'|t'|s'|nous|vous)\s*)?(?!avant\b)\w{2,}ant\b	Gérondif = en + nous-stem + -ant: two actions of one subject at once, or how: en marchant.	Gérondif = en + nous-Stamm + -ant: zwei gleichzeitige Handlungen desselben Subjekts oder das Wie: en marchant.	Gérondif = en + radical de nous + -ant : deux actions simultanées du même sujet, ou la manière.	draft
FR2_B12_LEQUEL	fr	B1	Pronouns	lequel_question	Lequel, laquelle: which one?	Lequel, laquelle: welcher?	Lequel, laquelle : le pronom interrogatif	970	true	Lequel is the pronoun form of quel (le + quel), agreeing in gender and number with the noun it replaces; with à and de it contracts like the article: auquel, auxquels, auxquelles, duquel, desquels, desquelles (but à laquelle, de laquelle).	Use it to ask someone to choose between options already mentioned: tickets, dishes, flats.	lequel / laquelle / lesquels / lesquelles (+ verb) ?; à + lequel = auquel	Quel goes before a noun (quel film ?); lequel stands alone (lequel ?). | Celui (A2.2) points; lequel asks.	✗ À lequel tu penses ? → ✓ Auquel tu penses ? | agreement: deux robes… laquelle ?, not lequel | quel + noun, lequel alone: quel film ? / lequel ?	J'ai deux billets : lequel tu veux ? | Parmi ces vins, lesquels vous recommandez ? | Il y a trois restaurants ; auquel on va ce soir ?	lequel | questions | choice | contractions	Voici deux cafés : lequel préfères-tu, et auquel on va ?	lequel=>which_one=>le + quel, agrees with café||auquel=>contraction=>à + lequel = auquel	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_A11_QUESTION_WORDS | FR2_A22_DEMONSTRATIVE_PRONOUNS		regex:\b(?:lequel|laquelle|lesquels|lesquelles|auquel|auxquels|auxquelles|duquel|desquels|desquelles)\b[^.!?]*\?	Lequel, laquelle, lesquels, lesquelles ask 'which one(s)?' and agree with the noun: laquelle préfères-tu ?	Lequel, laquelle, lesquels, lesquelles fragen „welcher?“ und richten sich nach dem Nomen: laquelle préfères-tu ?	Lequel, laquelle, lesquels, lesquelles demandent un choix et s'accordent avec le nom : laquelle préfères-tu ?	draft
FR2_B12_RELATIVE_PREPOSITION	fr	B1	Relative clauses	preposition_lequel_qui	Avec qui, auquel, duquel: relatives after a preposition	Avec qui, auquel, duquel: Relativsätze nach Präposition	Avec qui, auquel, duquel : relatives après préposition	980	true	After a preposition the relative pronoun is qui for people (la collègue avec qui je travaille) and lequel/laquelle/lesquels/lesquelles for things (le projet sur lequel je travaille); à and de contract (le cinéma auquel je pense, le parc près duquel j'habite), and a simple de + noun usually becomes dont.	Use it to describe people and things by what you do with, for, on or near them.	noun + preposition + qui (people) / lequel (things) + subject + verb	Dont (B1.1) covers a simple de: le livre dont je parle; duquel is for compound prepositions (près de, à côté de). | French never leaves the preposition at the end like English 'the project I work on'.	✗ Le projet que je travaille sur. → ✓ Le projet sur lequel je travaille. | contraction: le sujet auquel je pense, not à lequel | with a simple de prefer dont: le livre dont je parle	C'est l'amie avec qui je pars en vacances. | Voilà le problème auquel je pense depuis hier. | L'immeuble à côté duquel j'habite est en travaux.	relative-clause | lequel | prepositions | contractions	La collègue avec qui je déjeune travaille sur un projet auquel elle tient beaucoup.	avec qui=>person_after_preposition=>qui for a person after avec||auquel=>contraction=>à + lequel (tenir à)	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_B11_DONT | FR2_B12_LEQUEL	FR2_B11_DONT	regex:(?:\b(?:avec|pour|chez|sans|sur|sous|dans|par|contre|vers|entre|parmi|devant|derrière)\s+(?:qui|lequel|laquelle|lesquels|lesquelles)\b|\b(?:auquel|auxquels|auxquelles|duquel|desquels|desquelles|à\s+laquelle|de\s+laquelle)\b)(?![^.!?]*\?)	After a preposition: qui for people, lequel for things: l'ami avec qui je vis, le stylo avec lequel j'écris.	Nach Präposition: qui für Personen, lequel für Sachen: l'ami avec qui je vis, le stylo avec lequel j'écris.	Après une préposition : qui pour les personnes, lequel pour les choses (auquel, duquel avec à et de).	draft
FR2_B12_REPORTED_PAST	fr	B1	Syntax	reported_speech_past	Reporting in the past: il a dit qu'il viendrait	Indirekte Rede in der Vergangenheit: il a dit qu'il viendrait	Le discours rapporté au passé : il a dit qu'il viendrait	990	true	When the reporting verb is in a past tense (il a dit, elle expliquait), the reported clause shifts back: présent → imparfait, futur simple → conditionnel présent, passé composé → plus-que-parfait; imparfait, conditionnel and plus-que-parfait stay unchanged, and pronouns shift to the reporter's viewpoint.	Use it to pass on what someone said, promised or explained earlier: a colleague, a friend, the news.	il a dit / expliqué que + imparfait / conditionnel / plus-que-parfait	With il dit que (A2.2, present) the tenses stay as spoken; with il a dit que they shift back. | The time words shift too in formal reports (demain → le lendemain), fully covered in B2.2.	✗ Elle m'a dit qu'elle viendra. → ✓ Elle m'a dit qu'elle viendrait. | passé composé becomes plus-que-parfait: il a dit qu'il avait fini | je/nous become il/elle/ils: « je suis prête » → elle a dit qu'elle était prête	Elle m'a dit qu'elle était fatiguée. | Paul a dit qu'il viendrait à la fête. | Ils ont expliqué qu'ils avaient raté le train.	reported-speech | sequence-of-tenses | conditionnel | plus-que-parfait	Marc a dit qu'il était malade et qu'il reviendrait lundi.	a dit=>past_reporting_verb=>past tense triggers the shift||était=>shifted_present=>je suis → il était||reviendrait=>shifted_future=>je reviendrai → il reviendrait	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_A22_REPORTED_PRESENT | FR2_B11_CONDITIONAL | FR2_B11_PLUS_QUE_PARFAIT		regex:\b(?:a|as|ai|avait|ont|avons|avez|avaient)\s+(?:dit|expliqué|répondu|annoncé|écrit|raconté|promis|affirmé|déclaré|précisé|répété|assuré)\s+(?:à\s+\w+\s+)?qu(?:e\s+|')(?:\w+(?:\s+|')){0,3}?\w*(?:ait|aient|ais|ions|iez)\b	After il a dit que, shift tenses: present → imparfait, future → conditionnel, passé composé → plus-que-parfait.	Nach il a dit que verschieben sich die Zeiten: Präsens → Imparfait, Futur → Conditionnel, Passé composé → Plus-que-parfait.	Après il a dit que : présent → imparfait, futur → conditionnel, passé composé → plus-que-parfait.	draft
FR2_B12_OPPOSITION	fr	B1	Connectors	pourtant_alors_que	Pourtant, par contre, alors que: opposing	Pourtant, par contre, alors que: Gegensätze	Pourtant, par contre, alors que : l'opposition	1000	true	Alors que (and tandis que) is a conjunction linking two contrasting clauses in the indicative; pourtant (yet, even so) and par contre / en revanche (on the other hand) are adverbs linking sentences or clauses; mais remains the neutral basic choice.	Use it to compare places, prices, people or options and to point out surprising contrasts.	clause + alors que + clause; clause ; pourtant / par contre, clause	Mais is neutral; pourtant adds surprise, par contre sets two sides against each other. | Bien que + subjonctif (B2.1) is the formal concessive conjunction.	✗ Il travaille beaucoup, pourtant qu'il gagne peu. → ✓ Il travaille beaucoup, pourtant il gagne peu. | alors que can also mean 'while, when' in time: alors que je partais, il a appelé | par contre is slightly informal; en revanche in formal writing	Il fait beau à Nice, alors qu'il pleut à Paris. | Le loyer est cher ; pourtant l'appartement est petit. | Le café est bon, par contre le service est lent.	connectors | opposition | pourtant | alors-que	Elle adore la montagne alors que son mari préfère la mer ; pourtant ils partent ensemble.	alors que=>contrast_conjunction=>whereas: links two clauses||pourtant=>concessive_adverb=>and yet: a surprising contrast	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_A21_CAUSE_CONSEQUENCE		regex:\bpourtant\b|\bpar\s+contre\b|\ben\s+revanche\b|\b(?:alors|tandis)\s+qu(?:e\b|')	Use alors que inside one sentence (whereas), pourtant for 'and yet', par contre for 'on the other hand'.	Alors que verbindet im Satz (während), pourtant heißt trotzdem, par contre heißt dagegen.	Alors que oppose deux faits dans une phrase ; pourtant marque la surprise ; par contre introduit un contraste.	draft
FR2_B12_CONSEQUENCE	fr	B1	Connectors	cest_pourquoi	C'est pourquoi, par conséquent: consequence	C'est pourquoi, par conséquent: Folge	C'est pourquoi, par conséquent : la conséquence	1010	true	C'est pourquoi, par conséquent, c'est pour ça que and du coup introduce a consequence at the start of a clause, after a full stop, semicolon or comma; unlike car and comme they give the result, not the cause.	Use it to explain decisions and results in emails, reports and stories.	cause ; c'est pourquoi / par conséquent + result	A2.1 donc and alors are the basic choices; c'est pourquoi and par conséquent are more formal. | Car and comme give the cause; these give the result.	✗ Il pleuvait, c'est pourquoi que je suis resté. → ✓ Il pleuvait, c'est pourquoi je suis resté. | c'est pour ça que needs que, c'est pourquoi does not | du coup is spoken; avoid it in formal emails	Le train était annulé ; c'est pourquoi j'ai pris un taxi. | Les prix ont augmenté, par conséquent nous changeons de fournisseur. | Il pleuvait, du coup on est restés à la maison.	connectors | consequence | c-est-pourquoi | register	La réunion est reportée ; par conséquent, le rapport peut attendre.	par conséquent=>consequence_marker=>introduces the result (formal)	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_A21_CAUSE_CONSEQUENCE		regex:\bc'est\s+pourquoi\b|\bpar\s+conséquent\b|\ben\s+conséquence\b|\bc'est\s+pour\s+(?:ça|cela)\s+qu(?:e\b|')|\bdu\s+coup\b	C'est pourquoi and par conséquent introduce a result, a more formal donc; du coup is its spoken version.	C'est pourquoi und par conséquent leiten eine Folge ein, formeller als donc; du coup ist umgangssprachlich.	C'est pourquoi et par conséquent introduisent une conséquence, plus soutenus que donc ; du coup est familier.	draft
FR2_B12_CHAQUE_CHACUN	fr	B1	Determiners	chaque_chacun_plusieurs	Chaque, chacun, plusieurs, certains	Chaque, chacun, plusieurs, certains	Chaque, chacun, plusieurs, certains	1020	true	Chaque (determiner, invariable) and chacun/chacune (pronoun) take a singular verb; plusieurs is invariable and plural (plusieurs amis, plusieurs fois), while certains/certaines agrees and can stand alone as a pronoun (certains pensent que…).	Use it to talk about each member of a group, several things or only some of them.	chaque + singular noun; chacun(e) + singular verb; plusieurs / certain(e)s + plural noun	Tous les jours (A2.2) sees the whole set; chaque jour stresses each single one. | Plusieurs means more than one; certains means some out of a known group.	✗ Chaque étudiants ont un badge. → ✓ Chaque étudiant a un badge. | chacun takes a singular verb: chacun a son avis | plusieurs never takes an article or an -e: plusieurs personnes	Chaque matin, je prends un café en bas de chez moi. | Chacun paie sa part. | J'ai appelé plusieurs fois, mais certains collègues ne répondent jamais.	indefinites | chaque | chacun | agreement	Chacun a reçu un badge, mais certains l'ont déjà perdu.	Chacun a=>pronoun_singular=>chacun + singular verb||certains=>some_pronoun=>certains alone = some people	cefr | delf_b1 | kwiziq_b1	B1.2	FR2_A22_TOUT		regex:\b(?:chaque|chacune?|plusieurs)\b|(?<!sont\s)(?<!êtes\s)\bcertaine?s\b	Chaque + noun, chacun(e) alone (each one), both singular; plusieurs means several, certain(e)s means some.	Chaque + Nomen, chacun(e) allein (jeder Einzelne), beide im Singular; plusieurs heißt mehrere, certain(e)s manche.	Chaque devant un nom, chacun(e) seul, tous deux au singulier ; plusieurs = plus d'un, certain(e)s = une partie.	draft
