external_id	language	cefr_level	category	subskill	name_en	name_de	teaching_order	is_foundation	core_rule	when_to_use	pattern	contrast_rules	main_traps	anchor_examples	exercise_tags	xray_sentence	xray_marks	source_refs
FR_B2_COND_002	fr	B2	Conditionals	si_type_3	Si type 3: unreal past condition	Si-Satz Typ 3: Irreale Vergangenheit	420	false	Use plus-que-parfait after si and conditional past in the result for an unreal past condition.	Use this for regret, counterfactual explanation, and imagined alternatives to what happened.	si + plus-que-parfait -> conditionnel passé	Si type 2 imagines present/future; si type 3 imagines a past that did not happen. | Do not put conditional after si.	using conditional after si | using imparfait instead of plus-que-parfait | using present conditional for past result	Si j'avais su, je serais venu. | Si elle avait étudié, elle aurait réussi.	conditionals | unreal_past | regret	Si j'avais su, je serais venu plus tôt.	j'avais su=>past_condition=>plus-que-parfait marks the unreal past condition||serais venu=>conditional_past_result=>conditional past marks the unreal result	cefr | delf_b2 | kwiziq_b2
FR_B2_SYN_001	fr	B2	Syntax	passive_voice	Passive voice	Passiv	430	false	Use passive voice when the receiver of the action is more important than the agent.	Use this in formal, news, and explanatory style when the actor is unknown, obvious, or secondary.	être + past participle (+ par/de agent)	Passive changes focus; active voice often sounds more direct. | The participle agrees with the passive subject.	forgetting agreement | using avoir instead of être | overusing passive where active is clearer	La décision a été annoncée. | Le livre est écrit par Camus.	syntax | passive | agreement	La loi a été votée par l'Assemblée.	La loi=>passive_subject=>the receiver becomes grammatical subject||a été votée=>passive_verb=>être + participle forms the passive and agrees	cefr | delf_b2 | kwiziq_b2
FR_B2_VERB_001	fr	B2	Verbs	causative_faire	Causative faire	Faire causatif	440	false	Use faire + infinitive when someone causes or has someone else do an action.	Use this for “make/have/get something done” structures.	faire conjugated + infinitive (+ agent/object)	The person causing the action is not necessarily performing it. | Pronoun placement can make the construction dense.	conjugating the second verb | translating make literally | losing who does the action	Je fais réparer la voiture. | Elle fait lire le texte aux élèves.	verbs | causative | infinitive	Je fais réparer mon vélo demain.	fais=>causer=>the subject causes the repair||réparer=>infinitive_action=>the action someone else performs stays infinitive	cefr | delf_b2 | kwiziq_b2
FR_B2_CONN_001	fr	B2	Connectors	concession_opposition	Concession and opposition connectors	Konzession und Gegensatz	450	false	Use connectors such as bien que, quoique, pourtant, cependant, and en revanche to organize contrast.	Use this in argumentation when a sentence grants one point and then turns to another.	subjunctive after bien que/quoique; indicative after many adverbial connectors	Some connectors trigger subjunctive; others only connect clauses. | Register matters: pourtant is common, néanmoins is formal.	using indicative after bien que | overusing mais | choosing connector without register	bien qu'il soit tard | pourtant, elle reste | en revanche, il refuse	connectors | opposition | subjunctive	Bien qu'il soit tard, elle continue à travailler.	Bien que=>concession_trigger=>introduces a conceded fact and triggers subjunctive||soit=>subjunctive_form=>être appears in subjunctive after bien que	cefr | delf_b2 | kwiziq_b2
FR_B2_REL_001	fr	B2	Relative clauses	advanced_relatives	Advanced relative pronouns	Relativpronomen: fortgeschritten	460	false	Use lequel forms and preposition + relative pronouns when the relation is more precise than qui/que/dont.	Use this in formal or precise writing when a preposition links the noun to the relative clause.	preposition + lequel/laquelle/lesquels/lesquelles; auquel/duquel	Lequel agrees with the antecedent. | Dont often replaces de + noun, but de + lequel appears after compound prepositions.	using qui after a preposition for things | forgetting agreement | using dont after près de	la raison pour laquelle | le projet auquel je pense | les outils avec lesquels je travaille	relative | lequel | formal	C'est la raison pour laquelle je refuse.	la raison=>antecedent=>the feminine noun controls laquelle||pour laquelle=>preposition_relative=>the preposition remains attached to the relative form	cefr | delf_b2 | kwiziq_b2
FR_B2_PRON_001	fr	B2	Pronouns	double_pronouns	Double pronouns in complex tenses	Doppelte Pronomen in komplexen Zeiten	470	false	With compound tenses and infinitives, pronouns still occupy structured slots around the relevant verb.	Use this when two objects are replaced in sentences with passé composé, infinitives, or modal verbs.	pronoun order before auxiliary/conjugated verb; before infinitive when tied to infinitive	Pronouns attach to the verb they complete semantically. | Agreement may depend on a preceding direct object.	putting pronouns before the wrong verb | mixing order with imperatives | missing participle agreement	Je le lui ai donné. | Je vais le lui dire. | Elle nous en a parlé.	pronouns | double_pronouns | compound_tense	Je vais le lui envoyer demain.	vais=>conjugated_modal=>the future-near frame is conjugated here||le lui envoyer=>infinitive_pronouns=>the pronouns stay with the infinitive they complete	cefr | delf_b2 | kwiziq_b2
FR_B2_SYN_002	fr	B2	Syntax	formal_questions	Formal questions and inversion	Formelle Fragen und Inversion	480	false	Formal questions often use inversion, including complex inversion when the subject is a noun.	Use this in formal writing, interviews, and precise public-facing questions.	verb-subject pronoun inversion; noun subject + verb-pronoun echo	Inversion is more formal than est-ce que. | Complex inversion repeats the noun subject with a pronoun.	forgetting hyphen | omitting the echo pronoun | using spoken order in formal contexts	Pourquoi vient-il ? | Marie viendra-t-elle ? | Où les étudiants vont-ils ?	questions | inversion | register	Le ministre répondra-t-il demain ?	Le ministre=>noun_subject=>the noun subject stays before the verb||répondra-t-il=>inversion_echo=>the pronoun echo creates formal inversion	cefr | delf_b2 | kwiziq_b2
FR_C1_SYN_001	fr	C1	Syntax	ne_expletif	Ne explétif	Ne explétif	490	false	Ne explétif is a formal non-negative ne used after certain fear, prevention, comparison, or doubt expressions.	Use this mostly for recognition and polished formal writing; it does not make the clause negative.	trigger + ne explétif + verb without pas	Ne explétif is not negation because there is no pas or other negative partner. | It is optional and register-sensitive.	reading it as negative | adding pas | using it in casual speech	Je crains qu'il ne vienne. | Avant qu'il ne parte.	syntax | formal | ne_expletif	Je crains qu'il ne parte trop tôt.	Je crains que=>fear_trigger=>fear expressions can license ne explétif||ne parte=>non_negative_ne=>ne appears without pas and does not negate the verb	cefr | delf_c1 | kwiziq_c1
FR_C1_NEG_001	fr	C1	Negation	formal_literary_negation	Formal and literary negation	Formelle und literarische Negation	500	false	Formal French uses negative pairs such as ne... point, ne... guère, ne... nullement, and ne... aucun.	Use this for reading advanced texts and for controlled formal style, not everyday conversation.	ne + verb + point/guère/nullement/aucun	These forms differ in intensity and register. | Ne... que is restrictive, not a normal negative pair.	treating every ne as ne...pas | using literary forms in casual speech | confusing guère with jamais	Il ne vient guère ici. | Elle n'a nullement accepté. | Nul ne sait.	negation | formal | register	Il ne répond guère à ces critiques.	ne...guère=>formal_negative_pair=>guère means hardly/not much||à ces critiques=>scope=>the negative scope affects the response, not the existence of critiques	cefr | delf_c1 | kwiziq_c1
FR_C1_TENSE_001	fr	C1	Tenses	advanced_sequence	Advanced sequence of tenses	Zeitenfolge: fortgeschritten	510	false	Advanced tense sequence keeps each clause anchored to the time viewpoint created by reporting, narration, or hypothesis.	Use this when past reporting, anteriority, and modality interact across several clauses.	reporting viewpoint + embedded tense adjusted to relation in time	Tense choice reflects relation to a viewpoint, not only calendar time. | Reported speech may preserve or shift tenses depending on meaning.	flattening all clauses to one tense | losing anteriority | translating English backshift mechanically	Il a expliqué qu'il avait déjà répondu. | Elle dira qu'elle aura terminé.	tenses | sequence | reported_speech	Il a dit qu'il avait compris avant la réunion.	a dit=>past_viewpoint=>the reporting verb sets a past viewpoint||avait compris=>anterior_embedded=>plus-que-parfait marks understanding before that viewpoint	cefr | delf_c1 | kwiziq_c1
FR_C1_SYN_002	fr	C1	Syntax	passive_agent_nuance	Passive and agent nuance	Passiv und Agens-Nuance	520	false	Advanced passive choices decide whether the agent is expressed with par, de, or omitted entirely.	Use this in analytical writing when focus, responsibility, or stylistic distance matters.	passive être + participle + optional par/de agent	Par often marks an action agent; de can mark state, feeling, or authorial relation. | Omission can hide or background responsibility.	using par mechanically | overusing passive | missing agreement or agent nuance	Le texte est écrit par Duras. | Il est connu de tous. | La mesure a été critiquée.	passive | agency | register	La décision a été critiquée par plusieurs députés.	La décision=>focus_patient=>the decision is foregrounded||par plusieurs députés=>agent_phrase=>par names who performed the criticism	cefr | delf_c1 | kwiziq_c1
FR_C1_VERB_001	fr	C1	Verbs	participial_clauses	Participial clauses	Partizipialkonstruktionen	530	false	Participial clauses condense a secondary action or state around the same subject or a clearly controlled noun.	Use this in written French to make dense, elegant sentences without losing who does what.	present/past participle phrase linked to controlled subject	Participial clauses are compact but can become ambiguous if control is unclear. | They are more written than conversational.	unclear subject control | overusing dense clauses | using a participle where a finite clause is needed	Arrivant en retard, il s'est excusé. | Les documents signés seront envoyés.	participles | syntax | register	Arrivant en retard, elle s'est excusée.	Arrivant=>participial_action=>the participle compresses the first action||elle=>controlled_subject=>the subject of the main clause controls the participle	cefr | delf_c1 | kwiziq_c1
FR_C1_CONN_001	fr	C1	Connectors	advanced_discourse	Advanced discourse connectors	Komplexe Diskurskonnektoren	540	false	Advanced connectors mark cause, concession, reformulation, consequence, and stance with precise register.	Use this in essays, summaries, and argumentation where the relation between ideas must be explicit.	connector + clause/register-specific construction	Connectors are not interchangeable translations of “but/so/because.” | Some connectors require subjunctive or a specific construction.	choosing by English meaning only | mixing registers | ignoring mood after connector	En effet, cela confirme l'hypothèse. | Cela dit, il faut nuancer. | Encore faut-il le prouver.	connectors | discourse | register	Cela dit, il faut nuancer cette conclusion.	Cela dit=>concession_transition=>signals a turn after a previous point||nuancer=>argument_action=>the following verb states how the argument is adjusted	cefr | delf_c1 | kwiziq_c1
